Id,Label,timeset,modularity_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,clustering
3388,3388,,30,46,46,92,104,104,208,9,0.314242,0.342324,0.000356,0.018451,0.018474,0.508213
3885,3885,,30,128,136,264,259,267,526,9,0.368865,0.418157,0.040434,0.080809,0.082301,0.16683
3942,3942,,30,31,32,63,44,47,91,9,0.320952,0.350386,0.001368,0.017128,0.017006,0.375
3973,3973,,7,21,21,42,29,30,59,10,0.309424,0.337679,0.000256,0.027593,0.025111,0.560606
3988,3988,,2,36,37,73,59,59,118,9,0.334492,0.364648,0.009272,0.028228,0.028206,0.279352
3989,3989,,5,15,16,31,20,20,40,10,0.305106,0.33046,0.00002,0.020749,0.020817,0.633333
3992,3992,,30,45,46,91,73,73,146,9,0.335933,0.369507,0.003913,0.032911,0.031927,0.339963
4057,4057,,5,42,41,83,55,53,108,10,0.306434,0.339319,0.000644,0.04036,0.042378,0.245243
4078,4078,,7,32,32,64,55,56,111,9,0.312744,0.343413,0.000858,0.01935,0.019327,0.379032
4091,4091,,5,34,34,68,49,49,98,9,0.306923,0.338326,0.000277,0.043102,0.042463,0.410084
4105,4105,,5,8,8,16,10,10,20,9,0.293711,0.314785,0.00026,0.006345,0.006393,0.347222
4118,4118,,7,19,19,38,30,30,60,10,0.303374,0.328826,0.000404,0.013317,0.013328,0.473684
4130,4130,,5,17,17,34,23,22,45,10,0.302865,0.327567,0.001035,0.017519,0.017468,0.606618
4274,4274,,7,4,3,7,5,4,9,10,0.290869,0.312502,0.000008,0.004306,0.004236,0.5
4330,4330,,7,44,42,86,65,61,126,9,0.326803,0.362991,0.001118,0.046105,0.045018,0.408034
5803,5803,,5,5,5,10,5,5,10,10,0.291192,0.312294,0,0.007517,0.007475,0.9
341,341,,5,13,11,24,13,12,25,10,0.279353,0.302869,0.000001,0.015591,0.013708,0.769231
349,349,,5,5,5,10,7,8,15,10,0.274622,0.294195,0,0.007423,0.007463,0.85
382,382,,5,11,11,22,11,11,22,10,0.270199,0.292611,0.000669,0.012219,0.012232,0.554545
4166,4166,,5,16,16,32,16,16,32,10,0.27327,0.297375,0.000004,0.015719,0.015725,0.416667
4208,4208,,5,1,1,2,1,1,2,10,0.248301,0.263185,0,0.001447,0.001458,0
4322,4322,,5,5,5,10,5,5,10,10,0.266728,0.288286,0,0.007274,0.007303,0.6
5559,5559,,5,1,1,2,1,1,2,10,0.248301,0.263185,0,0.001447,0.001458,0
671,671,,5,23,23,46,23,23,46,10,0.286993,0.313714,0.000061,0.02071,0.020825,0.343874
1322,1322,,5,4,4,8,5,5,10,10,0.261816,0.280849,0,0.004277,0.00425,0.666667
1462,1462,,5,3,3,6,3,3,6,10,0.260164,0.277889,0,0.003853,0.003803,0.666667
499,499,,5,23,23,46,29,29,58,10,0.28484,0.31102,0.000095,0.02035,0.021292,0.336957
517,517,,5,45,45,90,60,59,119,10,0.299409,0.331043,0.000279,0.040203,0.040741,0.257005
552,552,,5,24,24,48,26,26,52,10,0.297587,0.324927,0.00023,0.024617,0.024528,0.436594
1053,1053,,5,12,13,25,15,16,31,10,0.298974,0.323854,0.000015,0.018298,0.021824,0.752747
1057,1057,,5,15,15,30,25,25,50,10,0.280167,0.303804,0.001432,0.01326,0.01323,0.390476
1470,1470,,5,1,1,2,1,1,2,10,0.260634,0.277204,0,0.001878,0.001889,0
1663,1663,,5,31,31,62,34,34,68,10,0.288398,0.316498,0.001574,0.023626,0.023602,0.226882
371,371,,5,10,9,19,13,12,25,10,0.280466,0.303614,0,0.012129,0.011292,0.677778
373,373,,5,22,22,44,24,24,48,10,0.280767,0.306068,0.000025,0.017601,0.017671,0.246753
596,596,,5,29,29,58,34,34,68,9,0.305235,0.333948,0.000279,0.036229,0.036137,0.458128
797,797,,30,15,15,30,22,26,48,9,0.308927,0.332493,0.001045,0.011585,0.011624,0.290476
1309,1309,,5,3,3,6,3,3,6,10,0.273684,0.291798,0.000002,0.003692,0.003677,0.333333
1546,1546,,5,18,18,36,18,18,36,10,0.294911,0.323154,0.000052,0.021998,0.021958,0.428105
1658,1658,,5,3,3,6,3,3,6,10,0.272521,0.290401,0,0.003651,0.003648,1
2987,2987,,7,5,5,10,6,6,12,10,0.278491,0.30068,0,0.006944,0.006931,0.8
3964,3964,,7,45,45,90,55,54,109,9,0.320916,0.354346,0.001165,0.041977,0.042068,0.326768
356,356,,5,1,1,2,1,1,2,10,0.256169,0.271161,0,0.001517,0.001514,0
688,688,,5,2,2,4,2,2,4,10,0.260234,0.277573,0,0.003107,0.003103,1
2941,2941,,7,6,6,12,9,9,18,10,0.279164,0.300615,0,0.008497,0.008472,1
498,498,,5,12,12,24,18,18,36,10,0.266975,0.29042,0.00015,0.009636,0.008868,0.282051
458,458,,5,16,15,31,17,16,33,10,0.261058,0.283722,0.000073,0.010444,0.010416,0.366667
645,645,,5,6,6,12,7,7,14,10,0.258649,0.280259,0.000001,0.006201,0.006214,0.666667
664,664,,5,24,24,48,25,25,50,10,0.272059,0.298052,0.000045,0.018816,0.018824,0.423913
355,355,,5,49,49,98,49,49,98,10,0.282139,0.31301,0.000874,0.032852,0.032843,0.265306
601,601,,5,7,7,14,7,7,14,10,0.265746,0.288435,0.000001,0.008246,0.008294,0.714286
1202,1202,,5,1,1,2,1,1,2,11,0.22007,0.232956,0,0.000527,0.000527,0
1203,1203,,5,4,5,9,4,5,9,10,0.255037,0.275809,0.000005,0.003263,0.003958,0.4
1243,1243,,5,17,17,34,29,29,58,10,0.292935,0.318518,0.000013,0.021744,0.021717,0.698529
1517,1517,,5,20,20,40,20,20,40,10,0.277313,0.302518,0.000018,0.013122,0.013237,0.457895
7459,7459,,5,3,3,6,3,3,6,10,0.242155,0.261577,0,0.00271,0.002725,0.666667
364,364,,5,6,6,12,6,6,12,10,0.251745,0.272561,0,0.00547,0.005494,0.666667
674,674,,5,20,20,40,20,20,40,10,0.285178,0.311144,0.000015,0.021376,0.021396,0.5
5592,5592,,5,7,7,14,7,7,14,10,0.259043,0.279788,0.000001,0.006897,0.006928,0.47619
1558,1558,,5,1,1,2,1,1,2,11,0.212738,0.222962,0,0.000196,0.000196,0
399,399,,7,1,1,2,1,1,2,11,0.214111,0.226619,0,0.000199,0.000201,0
4198,4198,,5,43,43,86,44,44,88,10,0.284559,0.314465,0.000185,0.032936,0.032911,0.303433
416,416,,5,1,1,2,1,1,2,10,0.249352,0.263944,0,0.00126,0.001267,0
417,417,,5,1,1,2,1,1,2,10,0.255851,0.270344,0,0.001374,0.001353,0
428,428,,5,2,1,3,2,1,3,10,0.255851,0.270344,0,0.001401,0.001353,1
429,429,,5,1,1,2,1,1,2,10,0.255851,0.270344,0,0.001374,0.001353,0
432,432,,5,1,1,2,1,1,2,10,0.255851,0.270344,0,0.001374,0.001353,0
433,433,,5,1,2,3,1,2,3,10,0.255896,0.270575,0,0.001374,0.001377,1
435,435,,5,2,1,3,2,1,3,10,0.255851,0.270344,0,0.001397,0.001353,1
437,437,,5,2,2,4,3,3,6,10,0.256306,0.271326,0.000001,0.001541,0.001521,0
438,438,,5,4,5,9,5,6,11,10,0.256397,0.271903,0.000003,0.001673,0.00165,0.2
439,439,,5,2,3,5,3,4,7,10,0.259813,0.276668,0.000001,0.002634,0.002788,0.666667
446,446,,5,3,2,5,5,4,9,10,0.255896,0.270575,0.000001,0.001506,0.001437,0.333333
448,448,,5,1,1,2,1,1,2,10,0.255851,0.270344,0,0.001374,0.001353,0
453,453,,5,2,2,4,4,4,8,10,0.256306,0.271326,0.000001,0.001541,0.001521,0
462,462,,5,3,3,6,4,4,8,10,0.259836,0.276725,0.000003,0.002674,0.002661,0.333333
463,463,,5,1,1,2,1,1,2,11,0.20377,0.21103,0.000334,0.001374,0,0.5
743,743,,5,3,3,6,3,3,6,10,0.264286,0.281298,0.000007,0.003317,0.003299,0.333333
1474,1474,,5,10,9,19,12,11,23,10,0.286565,0.309831,0.000034,0.012158,0.012077,0.544444
2949,2949,,7,6,6,12,7,7,14,10,0.26849,0.289337,0.000165,0.004388,0.00437,0.466667
4362,4362,,7,8,8,16,11,11,22,10,0.267222,0.287172,0.002016,0.004168,0.004147,0.25
5560,5560,,5,2,3,5,2,3,5,10,0.255942,0.270806,0,0.001401,0.001402,0.666667
460,460,,5,6,7,13,6,7,13,10,0.266089,0.285565,0.000023,0.005234,0.006834,0.333333
455,455,,5,1,1,2,1,1,2,10,0.255874,0.270402,0.000334,0,0.001353,0.5
728,728,,5,6,6,12,7,7,14,10,0.256397,0.273226,0.000006,0.002527,0.002491,0.466667
465,465,,5,27,30,57,35,39,74,9,0.305656,0.334572,0.000129,0.034903,0.037241,0.513793
514,514,,5,6,6,12,6,6,12,10,0.248045,0.267107,0.000001,0.005444,0.00538,0.4
1227,1227,,5,21,21,42,23,23,46,10,0.271292,0.298049,0.000026,0.019118,0.019191,0.319048
467,467,,5,20,20,40,24,24,48,10,0.292105,0.317027,0.000044,0.016748,0.016838,0.331579
488,488,,5,20,22,42,30,29,59,10,0.290839,0.31622,0.000069,0.019312,0.020402,0.331169
520,520,,5,15,15,30,16,16,32,10,0.264989,0.288902,0.000707,0.011728,0.011839,0.361905
532,532,,5,23,23,46,28,28,56,10,0.296487,0.322196,0.002261,0.020029,0.020106,0.26087
533,533,,5,6,6,12,7,7,14,10,0.263321,0.284582,0,0.006793,0.00688,0.466667
468,468,,5,7,7,14,7,7,14,10,0.26234,0.283729,0,0.007344,0.007365,0.714286
537,537,,5,25,25,50,25,25,50,10,0.266704,0.292555,0.000014,0.021535,0.021502,0.366667
600,600,,5,17,17,34,17,17,34,10,0.270174,0.295756,0.000002,0.018594,0.018654,0.636029
605,605,,5,5,5,10,5,5,10,10,0.257311,0.275632,0.000302,0.003714,0.003763,0.2
675,675,,5,8,8,16,8,8,16,10,0.263105,0.285311,0.000001,0.008561,0.008603,0.464286
1102,1102,,2,13,13,26,18,17,35,10,0.293114,0.317493,0.001419,0.012317,0.012367,0.371795
1198,1198,,5,21,22,43,39,38,77,10,0.300375,0.328572,0.000097,0.021599,0.02254,0.274892
1213,1213,,5,8,8,16,8,8,16,10,0.283469,0.307688,0.000002,0.010629,0.010772,0.464286
1231,1231,,5,8,8,16,11,11,22,10,0.28372,0.307041,0.000001,0.011991,0.012134,0.571429
1340,1340,,5,6,6,12,6,7,13,10,0.264165,0.287356,0.000001,0.006835,0.006904,0
4313,4313,,5,3,3,6,3,3,6,10,0.262411,0.282214,0,0.004673,0.004758,0.333333
5591,5591,,5,3,3,6,3,3,6,10,0.259322,0.278924,0,0.004085,0.004128,0.666667
472,472,,5,1,1,2,1,1,2,11,0.209495,0.220318,0,0.00019,0.000188,0
481,481,,5,8,9,17,8,9,17,10,0.263177,0.28464,0.002011,0.006719,0.007429,0.375
547,547,,5,8,9,17,8,9,17,10,0.263129,0.284664,0.000009,0.006947,0.00696,0.388889
597,597,,5,5,5,10,5,5,10,10,0.258301,0.277838,0.000368,0.004776,0.004828,0.5
1103,1103,,2,7,7,14,9,10,19,10,0.269896,0.291876,0.00009,0.006469,0.00651,0.714286
1276,1276,,5,2,2,4,2,2,4,10,0.259906,0.278884,0,0.002571,0.002607,0
1329,1329,,5,4,4,8,4,4,8,10,0.256625,0.274298,0,0.003803,0.00383,0
1460,1460,,5,6,6,12,7,7,14,10,0.286196,0.30857,0.000001,0.009253,0.009293,0.666667
1738,1738,,5,5,5,10,5,5,10,10,0.289439,0.310357,0.000002,0.007671,0.007766,0.2
3007,3007,,30,13,13,26,22,22,44,10,0.297771,0.324301,0.00007,0.014244,0.012132,0.604396
4197,4197,,5,6,6,12,6,6,12,10,0.289468,0.311839,0.000001,0.010123,0.010341,0.761905
493,493,,5,6,5,11,6,5,11,10,0.251088,0.269349,0.000002,0.004263,0.003805,0.452381
4347,4347,,42,2,2,4,2,2,4,11,0.208421,0.218603,0.001337,0.000119,0.000108,0
1270,1270,,5,9,9,18,9,9,18,10,0.26361,0.285746,0.000021,0.007051,0.007039,0.333333
1360,1360,,5,5,5,10,5,5,10,11,0.236887,0.255096,0,0.003428,0.003426,0.1
4315,4315,,5,11,10,21,12,12,24,10,0.289178,0.313013,0.000006,0.011121,0.011223,0.346154
603,603,,5,16,16,32,18,18,36,9,0.308366,0.333973,0.000082,0.021573,0.021057,0.430147
676,676,,5,5,5,10,5,5,10,10,0.263682,0.285415,0.000001,0.006631,0.006662,0.6
1438,1438,,5,5,5,10,5,5,10,10,0.257403,0.278875,0.000003,0.003933,0.003893,0.1
1191,1191,,5,4,4,8,4,4,8,10,0.270884,0.293315,0.000007,0.004931,0.004943,0.333333
1196,1196,,5,6,6,12,8,8,16,10,0.279516,0.303888,0.000007,0.008288,0.008333,0.6
1588,1588,,5,8,8,16,8,8,16,10,0.284728,0.310665,0.000012,0.010468,0.010451,0.535714
1662,1662,,5,3,3,6,4,4,8,10,0.254587,0.272241,0,0.00335,0.003351,0.666667
2944,2944,,7,2,2,4,3,3,6,10,0.237981,0.253385,0.000001,0.001105,0.001106,0
494,494,,5,17,17,34,22,22,44,10,0.258579,0.281607,0.000004,0.014723,0.014614,0.176471
497,497,,5,2,2,4,3,3,6,10,0.232143,0.244909,0,0.000569,0.000582,1
522,522,,5,5,6,11,5,6,11,10,0.246857,0.267159,0.000001,0.003775,0.004385,0.533333
1361,1361,,5,1,1,2,1,1,2,10,0.231213,0.243397,0,0.000427,0.000428,0
1403,1403,,5,7,8,15,8,9,17,10,0.28648,0.308002,0.000008,0.00628,0.006841,0.589286
1415,1415,,5,4,4,8,4,4,8,10,0.236674,0.250641,0.000001,0.00137,0.001382,0.083333
1405,1405,,5,3,3,6,3,3,6,11,0.24248,0.259925,0,0.002059,0.002085,0.666667
503,503,,5,5,4,9,5,4,9,10,0.236577,0.251232,0.000008,0.003344,0.001559,0.1
628,628,,5,6,6,12,10,10,20,10,0.274648,0.297414,0,0.008803,0.008864,0.866667
630,630,,5,6,6,12,7,7,14,10,0.274282,0.295987,0,0.007421,0.007466,1
1005,1005,,5,11,8,19,15,13,28,10,0.257357,0.274568,0.000743,0.003958,0.001295,0.327273
1488,1488,,5,2,2,4,2,2,4,10,0.267321,0.287215,0,0.003416,0.00345,1
1881,1881,,2,13,13,26,14,14,28,10,0.296669,0.320881,0.005307,0.010848,0.010897,0.551282
734,734,,5,7,8,15,8,9,17,10,0.286565,0.306328,0.000732,0.004691,0.005962,0.357143
907,907,,5,11,13,24,16,16,32,9,0.289556,0.309611,0.000922,0.003555,0.004387,0.333333
1177,1177,,5,16,21,37,28,33,61,9,0.303342,0.327925,0.003651,0.009067,0.012052,0.231225
1187,1187,,5,15,16,31,21,20,41,9,0.299657,0.324741,0.00202,0.007831,0.012329,0.367647
1205,1205,,5,3,2,5,3,2,5,11,0.240701,0.257647,0.000001,0.0041,0.00181,0.333333
1220,1220,,5,6,6,12,8,8,16,9,0.298356,0.320448,0.000001,0.012625,0.012622,0.866667
1250,1250,,5,4,4,8,6,6,12,10,0.291015,0.311116,0,0.007909,0.007966,0.833333
3626,3626,,2,28,27,55,36,36,72,10,0.303917,0.330323,0.000021,0.022196,0.02206,0.795566
3849,3849,,2,70,69,139,87,86,173,10,0.312981,0.344626,0.002037,0.030834,0.029173,0.338229
3858,3858,,2,72,73,145,102,103,205,9,0.332949,0.366334,0.006695,0.039383,0.038805,0.320526
508,508,,5,2,2,4,2,2,4,11,0.205863,0.215681,0,0.000138,0.000136,1
510,510,,5,1,1,2,1,1,2,10,0.239761,0.254261,0,0.001175,0.001175,0
515,515,,5,3,2,5,3,2,5,10,0.241729,0.258096,0,0.00156,0.001447,0.666667
529,529,,8,6,6,12,6,6,12,1,1,1,0.000001,0,0,0.433333
5564,5564,,8,2,2,4,2,2,4,2,0.6,0.666667,0,0,0,1
5566,5566,,8,3,3,6,3,3,6,2,0.666667,0.75,0,0,0,0.833333
5567,5567,,8,5,4,9,5,4,9,2,0.75,0.833333,0,0,0,0.5
5568,5568,,8,3,3,6,3,3,6,2,0.666667,0.75,0,0,0,0.666667
5569,5569,,8,3,4,7,3,4,7,2,0.75,0.833333,0,0,0,0.666667
5571,5571,,8,3,3,6,3,3,6,2,0.666667,0.75,0,0,0,0.666667
530,530,,5,1,1,2,1,1,2,11,0.228703,0.239669,0,0.000323,0.000321,0
531,531,,5,1,1,2,1,1,2,11,0.228703,0.239669,0,0.000323,0.000321,0
541,541,,5,1,1,2,1,1,2,11,0.228703,0.239669,0,0.000323,0.000321,0
5577,5577,,5,2,2,4,2,2,4,10,0.253647,0.27029,0,0.002503,0.002513,0
1367,1367,,5,44,44,88,44,44,88,10,0.282194,0.311058,0.000079,0.030517,0.030568,0.331395
3986,3986,,5,16,16,32,16,16,32,10,0.266408,0.288968,0.000002,0.013757,0.013786,0.483333
585,585,,5,37,37,74,43,43,86,10,0.285573,0.314829,0.000073,0.03534,0.032868,0.359175
607,607,,5,6,6,12,7,7,14,10,0.266901,0.28749,0.000001,0.006103,0.006115,0.6
733,733,,5,4,4,8,4,4,8,10,0.252427,0.272074,0,0.004279,0.004291,0.5
1193,1193,,5,1,1,2,1,1,2,11,0.239284,0.255651,0,0.001214,0.001229,0
1214,1214,,5,6,6,12,9,9,18,10,0.27876,0.301047,0,0.009021,0.009067,0.833333
1268,1268,,5,3,2,5,3,2,5,10,0.248279,0.266503,0,0.00223,0.002129,0.666667
1280,1280,,5,6,6,12,6,6,12,10,0.288947,0.312258,0.000006,0.007649,0.007592,0.266667
1289,1289,,5,5,4,9,5,4,9,10,0.261271,0.28098,0.00001,0.00481,0.004809,0.6
1376,1376,,5,3,3,6,3,3,6,10,0.260234,0.279063,0,0.003882,0.003909,1
1531,1531,,5,7,7,14,7,7,14,10,0.276941,0.297856,0.000003,0.006028,0.005995,0.333333
579,579,,2,1,1,2,1,1,2,11,0.196648,0.202691,0,0.000004,0.000004,0
2647,2647,,2,3,4,7,3,4,7,10,0.244763,0.256723,0.000835,0.000276,0.000278,0.333333
1078,1078,,5,2,2,4,2,2,4,10,0.283135,0.30252,0,0.003752,0.003713,1
1175,1175,,30,24,25,49,55,54,109,10,0.301725,0.328783,0.002224,0.017318,0.017238,0.425
1180,1180,,5,9,8,17,13,14,27,10,0.247938,0.265459,0.001583,0.004346,0.001544,0.5
1455,1455,,5,2,2,4,2,2,4,10,0.255511,0.27044,0,0.004122,0.001639,1
1476,1476,,5,5,5,10,6,6,12,10,0.256055,0.272369,0.000006,0.005824,0.003198,0.9
1871,1871,,2,51,51,102,57,58,115,10,0.323398,0.35542,0.003595,0.025514,0.02552,0.291373
2559,2559,,34,19,15,34,36,34,70,10,0.268116,0.288863,0.000746,0.012549,0.003253,0.453216
2773,2773,,2,4,5,9,7,8,15,10,0.283748,0.303542,0.00005,0.003266,0.003282,0.4
2896,2896,,2,9,8,17,12,11,23,10,0.295002,0.317923,0.000033,0.008228,0.007968,0.655556
2897,2897,,2,19,17,36,36,33,69,10,0.29413,0.318013,0.000248,0.008853,0.008096,0.377193
2916,2916,,7,7,7,14,8,8,16,10,0.286537,0.308953,0.000016,0.004799,0.004762,0.809524
3383,3383,,30,56,56,112,123,123,246,10,0.312101,0.343603,0.00121,0.018772,0.018748,0.405844
3386,3386,,30,53,53,106,127,127,254,10,0.312405,0.342621,0.000874,0.018473,0.01848,0.41074
3395,3395,,30,77,77,154,188,187,375,10,0.313287,0.347501,0.004243,0.020608,0.020653,0.291866
3473,3473,,2,31,35,66,34,38,72,10,0.313049,0.340295,0.002341,0.01931,0.021349,0.529279
4357,4357,,7,10,11,21,12,13,25,10,0.290957,0.315369,0.000114,0.007336,0.007326,0.554545
591,591,,5,15,16,31,15,16,31,10,0.292846,0.318147,0.000076,0.01792,0.020637,0.329167
604,604,,5,1,1,2,1,1,2,10,0.250152,0.266773,0,0.001853,0.001869,0
5563,5563,,5,1,1,2,1,1,2,10,0.234615,0.24714,0,0.00061,0.000611,0
612,612,,5,1,1,2,2,2,4,10,0.262006,0.277602,0,0.001916,0.001919,0
618,618,,5,1,1,2,1,1,2,10,0.262006,0.277602,0,0.001916,0.001919,0
619,619,,5,1,1,2,1,1,2,10,0.262006,0.277602,0,0.001916,0.001919,0
638,638,,5,5,5,10,6,6,12,10,0.266064,0.285115,0,0.005377,0.005381,1
742,742,,5,2,2,4,2,2,4,10,0.262078,0.27789,0.000189,0.001918,0.001922,0
3958,3958,,5,2,2,4,2,2,4,10,0.264068,0.281003,0,0.003176,0.003186,1
5595,5595,,5,3,3,6,3,3,6,10,0.264213,0.282308,0.000001,0.004044,0.004044,0.333333
631,631,,9,3,4,7,3,4,7,11,0.20455,0.214721,0,0.000095,0.000124,0.833333
635,635,,9,16,16,32,19,19,38,10,0.25076,0.269474,0.003882,0.002406,0.002405,0.1625
641,641,,9,5,4,9,6,5,11,10,0.250369,0.267135,0.000075,0.001804,0.001801,0.7
663,663,,9,16,16,32,19,19,38,10,0.256762,0.276673,0.004522,0.003439,0.003446,0.170833
4252,4252,,9,3,3,6,3,3,6,11,0.204536,0.214548,0,0.000096,0.000095,1
632,632,,9,5,7,12,7,9,16,10,0.250217,0.267135,0.001866,0.001454,0.001478,0.410714
649,649,,9,6,4,10,7,5,12,10,0.250108,0.2665,0.001113,0.001478,0.001452,0.466667
653,653,,9,2,1,3,2,1,3,11,0.204319,0.213538,0,0.000079,0.000055,1
4325,4325,,9,9,7,16,9,7,16,11,0.204463,0.214808,0.001031,0.000083,0.000081,0.347222
4328,4328,,9,6,7,13,6,7,13,11,0.204478,0.214866,0.000557,0.000103,0.000104,0.428571
4350,4350,,9,5,4,9,5,4,9,12,0.169835,0.176046,0.000164,0.000026,0.000001,0.55
634,634,,9,4,2,6,4,2,6,11,0.229266,0.241287,0,0.00033,0.000318,0.75
662,662,,9,3,5,8,3,5,8,11,0.229649,0.242552,0.000001,0.000357,0.000368,0.75
640,640,,9,2,2,4,2,2,4,10,0.249978,0.266009,0,0.001434,0.001433,1
652,652,,9,5,4,9,5,4,9,11,0.229631,0.242379,0.000001,0.000368,0.000362,0.65
4349,4349,,9,1,1,2,1,1,2,11,0.2005,0.209314,0,0.000039,0.000039,0
5580,5580,,9,3,3,6,3,3,6,11,0.200528,0.209661,0,0.00004,0.00004,0.666667
5582,5582,,9,5,5,10,5,5,10,11,0.229649,0.242552,0.000002,0.000369,0.000367,0.6
5584,5584,,9,2,2,4,2,2,4,11,0.200514,0.209488,0,0.000039,0.000039,1
5587,5587,,9,2,2,4,2,2,4,11,0.200514,0.209488,0,0.000039,0.000039,1
5590,5590,,9,1,1,2,1,1,2,11,0.2005,0.209314,0,0.000039,0.000039,0
647,647,,5,5,5,10,5,5,10,10,0.250173,0.266731,0.000001,0.002682,0.002681,0.8
651,651,,5,3,3,6,4,4,8,10,0.25,0.266038,0,0.002004,0.002004,1
659,659,,5,1,1,2,1,1,2,10,0.233874,0.246824,0,0.000566,0.000567,0
4389,4389,,5,3,3,6,3,3,6,10,0.25,0.266038,0,0.001994,0.001994,1
5586,5586,,5,5,5,10,5,5,10,10,0.250043,0.266384,0.000001,0.00204,0.00204,0.6
637,637,,9,3,5,8,3,5,8,12,0.169855,0.176277,0.000001,0.000002,0.000004,0.55
4327,4327,,9,5,5,10,5,5,10,11,0.200291,0.20943,0.00018,0.000003,0.000027,0.566667
5589,5589,,9,3,3,6,3,3,6,11,0.200208,0.208852,0.000083,0.000025,0.000025,0.666667
642,642,,5,1,1,2,1,1,2,10,0.24974,0.265258,0,0.001395,0.001395,0
655,655,,5,1,1,2,1,1,2,10,0.24974,0.265258,0,0.001395,0.001395,0
656,656,,5,2,2,4,2,2,4,10,0.257794,0.275114,0,0.002985,0.002984,1
658,658,,9,2,2,4,2,2,4,10,0.25,0.26598,0,0.00145,0.00145,1
660,660,,5,1,1,2,1,1,2,10,0.24974,0.265258,0,0.001395,0.001395,0
4345,4345,,5,3,3,6,3,3,6,10,0.249784,0.265605,0,0.001451,0.001451,1
5585,5585,,5,3,3,6,3,3,6,10,0.249784,0.265605,0,0.001451,0.001451,1
646,646,,9,2,2,4,2,2,4,11,0.204376,0.213884,0,0.000057,0.000057,1
5581,5581,,9,3,2,5,3,2,5,11,0.229266,0.241287,0,0.000324,0.000318,0.666667
5588,5588,,9,2,3,5,2,3,5,11,0.204405,0.214115,0,0.000057,0.00008,0.666667
5583,5583,,9,2,4,6,2,4,6,11,0.229302,0.241634,0,0.000319,0.000329,0.583333
708,708,,5,9,9,18,10,10,20,10,0.263899,0.284607,0.000434,0.007062,0.007021,0.277778
1541,1541,,5,11,11,22,11,11,22,10,0.256465,0.276062,0.000013,0.006714,0.006689,0.181818
2945,2945,,5,4,4,8,4,4,8,10,0.274883,0.294776,0.000003,0.005149,0.005135,0.5
2947,2947,,7,15,15,30,18,18,36,10,0.295213,0.323097,0.000096,0.019025,0.019124,0.628571
2952,2952,,7,9,9,18,10,10,20,10,0.274726,0.297652,0.00001,0.009302,0.009261,0.75
685,685,,5,1,1,2,1,1,2,10,0.255987,0.271811,0,0.00159,0.001589,0
721,721,,5,3,3,6,4,4,8,10,0.256283,0.27259,0,0.00238,0.002343,1
739,739,,5,2,3,5,2,3,5,10,0.256306,0.272648,0.00006,0.002285,0.002271,0.333333
5593,5593,,5,4,4,8,4,4,8,10,0.256328,0.272821,0.000002,0.002391,0.002375,0.833333
693,693,,5,1,1,2,1,1,2,11,0.210749,0.219606,0,0.000066,0.000066,0
698,698,,10,2,2,4,2,2,4,10,0.256033,0.272042,0.000669,0.00159,0.001589,0
714,714,,10,1,1,2,1,1,2,11,0.203857,0.211718,0,0.000026,0.000026,0
703,703,,5,1,1,2,1,1,2,10,0.255987,0.271811,0,0.00159,0.001589,0
705,705,,5,1,1,2,1,1,2,10,0.255987,0.271811,0,0.00159,0.001589,0
707,707,,5,1,1,2,1,1,2,10,0.255987,0.271811,0,0.00159,0.001589,0
731,731,,5,3,2,5,3,2,5,11,0.211553,0.22136,0.000001,0.00018,0.000144,0
709,709,,5,2,2,4,3,3,6,10,0.256078,0.272128,0.000002,0.001656,0.001655,0
711,711,,5,3,3,6,3,3,6,10,0.260164,0.279636,0.000001,0.003243,0.003243,0.666667
715,715,,11,1,1,2,1,1,2,11,0.203886,0.211805,0,0.000026,0.000026,0
718,718,,11,3,3,6,4,4,8,10,0.256078,0.272273,0.001337,0.001591,0.00159,0
5598,5598,,11,1,1,2,1,1,2,11,0.203886,0.211805,0,0.000026,0.000026,0
719,719,,12,2,2,4,2,2,4,10,0.256033,0.272042,0.000669,0.00159,0.001589,0
730,730,,12,1,1,2,1,1,2,11,0.203857,0.211718,0,0.000026,0.000026,0
722,722,,5,1,1,2,1,1,2,10,0.255987,0.271811,0,0.00159,0.001589,0
724,724,,5,2,2,4,2,2,4,10,0.256033,0.272042,0,0.001685,0.001664,1
726,726,,5,2,2,4,2,2,4,10,0.257196,0.274669,0.000001,0.002129,0.002125,0
729,729,,13,2,2,4,2,2,4,10,0.256033,0.272042,0.000669,0.00159,0.001589,0
5599,5599,,13,1,1,2,1,1,2,11,0.203857,0.211718,0,0.000026,0.000026,0
6737,6737,,5,1,1,2,1,1,2,11,0.222754,0.231687,0,0.000096,0.000075,0
746,746,,5,3,3,6,4,4,8,10,0.256124,0.272359,0.000004,0.001709,0.001708,0
5594,5594,,14,2,2,4,2,2,4,10,0.256033,0.272042,0.000669,0.00159,0.001589,0
5597,5597,,5,1,1,2,1,1,2,10,0.255987,0.271811,0,0.00159,0.001589,0
5952,5952,,5,9,7,16,11,10,21,10,0.2886,0.311559,0.000005,0.010331,0.009471,0.736111
794,794,,30,2,2,4,2,2,4,10,0.255557,0.270543,0,0.000855,0.000886,1
